ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
9781574667295,Cloned web-enabled Graphic Interface,Miss Kathryn Jones,Fiction,1988,9,2023-01-08,Available,True
9781673756791,Versatile next generation flexibility,Dr Damien Ross,Children,2010,1,2020-10-18,Damaged,True
9781621657002,Self-enabling national database,Charlotte Parry,Children,1974,2,2023-03-26,Checked Out,True
9781223175515,Face-to-face executive neural-net,Mandy Alexander,Young Adult,2013,10,2023-06-29,Reserved,True
9781994170702,Right-sized interactive data-warehouse,Eric Carroll,Non-Fiction,2000,1,2015-11-14,Reserved,True
9780667134096,Multi-layered 6thgeneration circuit,Miss Amelia Hamilton,Reference,2009,8,2023-11-13,Missing,True
9780389696865,Compatible grid-enabled policy,Mr Stephen Ali,Reference,1964,6,2023-12-05,Missing,True
9780321808110,Open-architected interactive website,Stephen Osborne,Non-Fiction,1962,7,2022-04-03,Available,True
9781039322349,Re-engineered zero-defect knowledge user,Jake McDonald-Shaw,Children,1964,1,2021-06-30,Available,True
9781708042981,Multi-tiered 6thgeneration contingency,Catherine Davis,Children,1970,4,2023-05-03,Available,True
9781233056828,Decentralized scalable structure,Jacqueline Lawrence,Non-Fiction,1987,8,2017-08-09,Reserved,True
9780380869190,Exclusive interactive forecast,Benjamin Wilson,Children,1989,6,2023-04-29,Damaged,True
9781022082571,Seamless background analyzer,Sian Marsden,Non-Fiction,1959,10,2017-07-11,Checked Out,True
9780267536245,Progressive systemic intranet,Aaron Buckley,Young Adult,1959,7,2019-09-30,Reserved,True
9781499176063,Optional content-based functionalities,Dr Callum Lord,Fiction,2023,0,2023-06-11,Damaged,True
9781389921469,Decentralized background paradigm,Carly Pearson,Young Adult,1991,4,2017-10-24,Reserved,True
9780423153064,Cross-platform 24hour moderator,Aimee Morris-Russell,Fiction,2019,5,2024-02-09,Damaged,True
9780201487350,Implemented executive info-mediaries,Joanna Stewart,Fiction,1974,4,2021-12-11,Available,True
9780151714353,Object-based coherent middleware,Debra Taylor,Fiction,1961,7,2019-05-30,Damaged,True
9780835630146,Self-enabling scalable hardware,Nicole Smith,Fiction,2009,0,2021-11-26,Damaged,True
9781746847999,Business-focused impactful throughput,Mr Christian Edwards,Fiction,1976,10,2016-07-02,Available,True
9780091848828,Function-based coherent architecture,Claire Hughes,Fiction,1963,10,2016-02-15,Checked Out,True
9781195633648,Inverse responsive firmware,Charles Lyons,Young Adult,1977,8,2023-09-29,Checked Out,True
9781314818642,Managed responsive project,Samuel Adams,Fiction,2016,10,2017-08-24,Available,True
9780412277412,Innovative executive ability,Mr Jake Clark,Young Adult,1970,0,2016-10-22,Checked Out,True
9780119215205,Adaptive 24/7 parallelism,Kim Williams,Children,2010,9,2023-05-22,Damaged,True
9781683447894,Phased bottom-line contingency,Gerald Graham,Children,2004,4,2020-06-15,Available,True
9780067885376,Open-source needs-based core,Dr Ian McCarthy,Fiction,1958,9,2020-11-01,Available,True
9780207693779,Fundamental foreground frame,Liam Newman-Wright,Children,1987,2,2024-05-28,Damaged,True
9780365878469,Persistent national initiative,Bryan Warner-Smith,Fiction,2006,8,2021-03-16,Checked Out,True
9780410902118,Focused intermediate success,Mr Matthew Haynes,Children,1959,1,2025-06-04,Damaged,True
9781027409403,Quality-focused mobile collaboration,Denise Hughes,Children,1976,4,2024-03-10,Checked Out,True
9780888250667,Balanced zero administration policy,Miss Nicole Baker,Children,1958,1,2021-03-16,Reserved,True
9781803794174,Virtual empowering groupware,Ms Kim Martin,Young Adult,1990,4,2018-04-14,Damaged,True
9781337415729,Progressive bi-directional conglomeration,Yvonne Smith,Young Adult,1968,4,2021-01-02,Missing,True
9781632942470,Innovative zero tolerance pricing structure,Sara Moore,Non-Fiction,1966,3,2020-05-24,Available,True
9780101234351,Integrated contextually-based extranet,Dr Kyle Johnson,Young Adult,1987,2,2019-10-28,Available,True
9781946833976,User-centric bifurcated customer loyalty,Charlotte Fletcher,Fiction,2004,8,2016-09-22,Reserved,True
9780665981845,Persevering 5thgeneration matrix,Jessica Russell,Young Adult,1957,3,2019-06-20,Missing,True
9781074348670,Seamless asymmetric open architecture,Rosie Robinson,Reference,1994,1,2018-04-11,Reserved,True
9780627622670,User-centric optimal pricing structure,Michelle Dawson,Reference,1969,3,2019-10-01,Reserved,True
9780898311747,Customer-focused 4thgeneration protocol,Carl Hawkins,Young Adult,2000,5,2017-10-02,Checked Out,True
9781086226782,Progressive mission-critical access,James O'Neill,Fiction,2013,4,2022-09-13,Damaged,True
9781360052496,Exclusive next generation customer loyalty,Mrs Rosie Savage,Children,1991,3,2020-10-19,Checked Out,True
9781862510135,Down-sized bandwidth-monitored service-desk,Edward Turnbull-Nelson,Fiction,2005,4,2025-04-28,Missing,True
9781907071454,Up-sized scalable moderator,Mr Craig Martin,Children,1951,6,2020-06-26,Available,True
9780950807102,Decentralized heuristic portal,Miss Cheryl Gibson,Children,1986,1,2021-04-14,Available,True
9781037214080,Devolved reciprocal help-desk,Clifford Cross,Non-Fiction,2010,10,2025-06-18,Available,True
9781419337550,Diverse asymmetric hierarchy,Mrs Gail Page,Non-Fiction,1987,10,2020-03-08,Damaged,True
9780369719843,Robust foreground archive,Abigail Robinson,Non-Fiction,1963,10,2018-01-01,Available,True
9780368839399,Team-oriented homogeneous secured line,Rebecca Miller,Young Adult,2019,9,2018-05-03,Available,True
9780556370277,Proactive 6thgeneration complexity,Ms Lynda Bell,Young Adult,2018,6,2024-05-28,Missing,True
9781618474612,Upgradable context-sensitive intranet,Mrs Judith Day,Children,2007,6,2022-02-04,Available,True
9780936123011,Pre-emptive interactive hierarchy,Helen Shaw,Fiction,2021,8,2017-07-20,Checked Out,True
9781721212279,Optional even-keeled collaboration,Mrs Angela Gordon,Fiction,1985,1,2020-01-18,Reserved,True
9780413122469,Cross-platform methodical forecast,Reece Briggs-Shaw,Children,1986,7,2022-09-03,Reserved,True
9780603569661,Configurable uniform Graphical User Interface,Andrea Clarke-Lewis,Young Adult,1980,3,2019-02-27,Reserved,True
9781129275654,Organic bandwidth-monitored artificial intelligence,Leon Thornton,Non-Fiction,1997,10,2021-03-01,Missing,True
9780133506785,Total hybrid focus group,Brett Hobbs,Young Adult,1981,6,2017-08-22,Missing,True
9780356787718,Innovative clear-thinking Local Area Network,Norman Quinn,Young Adult,1954,1,2020-07-26,Damaged,True
9781426969348,Innovative grid-enabled protocol,Georgina Elliott,Reference,1996,2,2025-08-10,Reserved,True
9781138101555,Customizable human-resource encoding,Lisa Yates-Ward,Non-Fiction,1959,10,2016-12-23,Damaged,True
9781229642899,Down-sized bottom-line instruction set,Mrs Shirley Brown,Children,1956,4,2019-03-17,Available,True
9781150723896,Mandatory explicit concept,Ross Mills,Reference,1977,7,2020-10-23,Available,True
9780420710314,Future-proofed coherent capability,Lorraine Ward,Fiction,1964,8,2023-07-12,Reserved,True
9780915959600,Sharable disintermediate task-force,Patrick Barber,Reference,2000,8,2020-09-07,Missing,True
9781589351677,Mandatory 3rdgeneration application,Stacey Walker-Ball,Young Adult,1984,10,2019-07-31,Available,True
9781873432495,Enterprise-wide transitional workforce,Kayleigh Weston,Reference,1995,2,2024-02-05,Missing,True
9781000046366,Team-oriented maximized artificial intelligence,Barry Haynes,Fiction,1991,10,2022-04-22,Reserved,True
9781320677158,Ameliorated even-keeled time-frame,Lynne Edwards,Fiction,1994,7,2019-09-30,Missing,True
9780255398312,Synergistic grid-enabled access,Marie Carter,Non-Fiction,2014,1,2020-06-30,Missing,True
9780120426287,Monitored logistical encoding,Sam Simpson,Children,2007,2,2019-09-17,Damaged,True
9781962512183,Stand-alone analyzing circuit,Susan McLean-Holmes,Young Adult,2014,0,2020-01-03,Damaged,True
9781327195938,De-engineered neutral capability,James Johnston,Non-Fiction,1972,4,2024-02-01,Available,True
9781602879027,Focused bottom-line firmware,Joel Shaw,Young Adult,1962,1,2016-09-30,Missing,True
9781565702318,Object-based cohesive moratorium,Hazel Birch,Children,1984,0,2021-02-14,Damaged,True
9780235852087,Switchable asymmetric architecture,Dale Flynn,Non-Fiction,2012,8,2023-11-03,Missing,True
9781580859974,Front-line high-level open architecture,Brett Khan,Fiction,2015,8,2018-07-24,Available,True
9780672981395,Future-proofed 5thgeneration groupware,Stacey Murray,Young Adult,2014,3,2020-05-29,Available,True
9781742367583,Switchable 3rdgeneration help-desk,Ms Karen Brooks,Fiction,1969,10,2025-01-16,Available,True
9780979757600,Customizable asynchronous projection,Lynda Owen,Young Adult,2024,5,2024-12-02,Missing,True
9781659402162,Compatible even-keeled product,Marie Nelson,Non-Fiction,2020,2,2025-03-06,Checked Out,True
9780569525961,Extended systematic artificial intelligence,Russell Clark,Non-Fiction,1980,1,2019-10-04,Checked Out,True
9780483157811,Universal heuristic superstructure,Lynne Howard,Children,1999,7,2019-09-27,Damaged,True
9780038910793,Horizontal empowering implementation,Mohammad Gregory,Non-Fiction,1994,0,2019-06-04,Checked Out,True
9780477814690,Streamlined 24hour collaboration,Catherine Potts,Reference,1994,6,2025-04-17,Available,True
9780795832208,Persistent scalable matrices,Dr Gareth Carter,Young Adult,1972,7,2022-05-23,Available,True
9780570265801,Switchable systemic benchmark,Dean Adams,Children,1961,3,2019-11-17,Reserved,True
9781398067929,Function-based web-enabled moratorium,Katy Burton,Non-Fiction,2013,10,2021-02-05,Damaged,True
9780391223561,Extended analyzing process improvement,Antony King,Non-Fiction,1968,3,2019-05-24,Reserved,True
9780638061734,Expanded object-oriented array,Jemma Lewis,Young Adult,1979,7,2023-03-05,Reserved,True
9780482368836,Cloned client-server migration,Craig King,Non-Fiction,1962,10,2022-07-20,Reserved,True
9780044083443,Pre-emptive executive extranet,Charlie Powell,Non-Fiction,1951,9,2022-04-22,Reserved,True
9780926713482,Reactive bi-directional toolset,Dean Marsh-Bishop,Non-Fiction,1954,7,2023-07-16,Missing,True
9780342238934,Operative mission-critical approach,Mr Lewis Allan,Non-Fiction,2011,4,2015-12-29,Available,True
9781050572518,Open-source motivating focus group,Carole Moss-Tucker,Children,2015,7,2025-03-03,Available,True
9780570656326,Assimilated 4thgeneration data-warehouse,Sean Lawrence,Reference,1986,2,2019-04-30,Reserved,True
9780479081588,Virtual responsive portal,Mr Lawrence Davidson,Fiction,1992,9,2016-02-07,Checked Out,True
9780717244225,Front-line clear-thinking protocol,Adrian Connolly-Burke,Children,1978,10,2022-01-03,Available,True
9780600533009,Multi-lateral global protocol,Ms Hazel George,Reference,1996,5,2017-09-02,Missing,True
9780992901059,Reduced intermediate software,Julian Wilkinson,Young Adult,2013,9,2016-04-10,Missing,True
9781291877342,Diverse client-server website,Gillian Jones,Non-Fiction,2000,4,2023-06-21,Checked Out,True
9780951707678,Triple-buffered logistical hardware,Jeffrey Morley,Young Adult,1976,7,2015-10-18,Missing,True
9780156323734,Synchronized reciprocal architecture,Nicole Lawrence,Children,2008,2,2017-04-12,Checked Out,True
9781263106814,Switchable fresh-thinking synergy,Hayley King-Slater,Reference,1962,6,2018-08-02,Available,True
9781237646834,Customer-focused next generation parallelism,Darren Dale,Non-Fiction,2024,2,2023-10-27,Available,True
9781653444090,Distributed zero tolerance database,Elizabeth Russell,Non-Fiction,1991,1,2024-08-31,Available,True
9780893007140,Digitized explicit function,Dr Dominic Gibson,Fiction,1980,10,2024-07-11,Checked Out,True
9781586592448,Networked actuating circuit,Mrs Francesca Baker,Fiction,1963,0,2024-05-19,Damaged,True
9780482133472,Adaptive needs-based forecast,Bradley Hudson,Children,1974,5,2023-05-20,Available,True
9780887474743,Re-engineered context-sensitive Internet solution,Eric Griffiths-Simpson,Non-Fiction,1983,6,2017-07-29,Missing,True
9781157183426,Integrated background architecture,Joanna Parry,Children,2017,4,2021-03-18,Available,True
9781248065662,Pre-emptive incremental neural-net,Amelia Payne-Lloyd,Non-Fiction,1977,2,2015-12-06,Checked Out,True
9781601834409,Seamless dedicated complexity,Mrs Jean Evans,Non-Fiction,1979,2,2022-11-16,Available,True
9780905424316,Advanced logistical approach,Holly Wood,Reference,2011,3,2017-02-03,Missing,True
9780972810906,Vision-oriented human-resource contingency,Catherine Hawkins,Children,2010,0,2017-05-10,Missing,True
9780634436291,Reduced 6thgeneration core,Iain Harris-Clark,Children,1976,9,2022-05-17,Available,True
9781640720510,Managed national hub,Bethany Baker,Non-Fiction,2011,0,2024-07-26,Missing,True
9781194468814,Exclusive 5thgeneration benchmark,Gemma Perry,Children,2021,7,2018-01-08,Missing,True
9780363703619,Optional coherent circuit,Judith Allen,Non-Fiction,2011,9,2020-02-12,Checked Out,True
9780939987405,Sharable national adapter,Carolyn Gardiner,Fiction,1978,1,2023-05-10,Damaged,True
9781254568478,Right-sized radical attitude,Cameron Marsden-Norman,Reference,1973,2,2020-12-12,Damaged,True
9780724198757,Multi-tiered client-server time-frame,Judith Williams,Fiction,2016,0,2024-01-30,Missing,True
9780142677483,Switchable leadingedge benchmark,Mr Mohamed Payne,Reference,1976,7,2020-08-02,Available,True
9780858243057,Multi-lateral systemic middleware,Jayne Dickinson,Children,1963,9,2020-10-30,Checked Out,True
9781365975103,Polarized holistic info-mediaries,Andrea Blackburn,Fiction,2007,8,2017-02-02,Reserved,True
9780092213601,Mandatory methodical secured line,Julian Talbot,Children,2019,8,2017-05-27,Checked Out,True
9780372953432,Vision-oriented tangible complexity,Laura Smith,Reference,1950,3,2025-01-02,Damaged,True
9781457282614,Profit-focused incremental leverage,Reece Hughes,Children,2006,3,2017-06-27,Missing,True
9781998498604,Configurable modular leverage,Miss Marion Hayes,Fiction,1962,3,2023-02-21,Checked Out,True
9780467418808,Intuitive 4thgeneration Graphical User Interface,Nigel Bennett,Young Adult,1957,10,2021-10-18,Reserved,True
9781621894179,Re-contextualized grid-enabled methodology,Mrs Frances Webb,Reference,1984,6,2019-10-04,Checked Out,True
9780766993617,Visionary logistical superstructure,Mr Liam Cox,Children,1996,5,2020-06-27,Reserved,True
9781839187322,Inverse asynchronous flexibility,Miss Lynne Norman,Fiction,2006,7,2020-01-29,Available,True
9781649037916,Programmable real-time function,Abbie Richards-Sims,Fiction,1991,3,2016-01-15,Reserved,True
9781821354978,Vision-oriented tertiary help-desk,Owen Jackson,Children,2014,8,2017-09-11,Checked Out,True
9781961255593,Enhanced contextually-based archive,Derek Matthews-Graham,Non-Fiction,1983,8,2023-05-09,Available,True
9781811625989,Stand-alone discrete projection,Mr Raymond Stone,Fiction,2015,0,2020-10-30,Missing,True
9780323591669,Switchable bi-directional approach,Gareth Cooper,Non-Fiction,2022,10,2023-04-24,Checked Out,True
9780061104862,Inverse modular monitoring,Rosie Murray,Reference,1991,0,2018-12-05,Checked Out,True
9781550718102,Enhanced holistic Graphical User Interface,Michael Freeman,Reference,1985,7,2023-05-12,Damaged,True
9780344972751,Stand-alone holistic Graphic Interface,Dr Hazel Ellis,Reference,2020,2,2020-08-13,Reserved,True
9780617084600,Robust explicit time-frame,Dr June Hargreaves,Reference,2012,5,2015-12-25,Checked Out,True
9780013395904,Persistent systematic Graphical User Interface,Geraldine Wood-Ford,Young Adult,1958,5,2021-05-17,Damaged,True
9780410246403,Multi-tiered directional frame,Marcus Summers,Children,1962,5,2022-02-22,Checked Out,True
9781190251199,Advanced client-server frame,Hannah Barrett-Leach,Non-Fiction,1954,7,2016-08-04,Available,True
9780687720781,Fully-configurable responsive capacity,Kayleigh Lloyd-Hanson,Young Adult,2002,6,2016-12-01,Damaged,True
9780733871917,Programmable zero administration encoding,Donald Walton,Fiction,2001,3,2017-08-29,Checked Out,True
9781637730607,User-centric content-based infrastructure,Darren Jones-Moore,Fiction,1962,9,2020-12-20,Available,True
9781773275284,Self-enabling upward-trending model,Rebecca Wright,Young Adult,1961,1,2016-04-30,Missing,True
9781990580987,Self-enabling methodical approach,Dale Russell,Children,1993,3,2024-09-18,Available,True
9780588345243,Intuitive even-keeled installation,Leigh Jones,Reference,1981,7,2024-06-19,Checked Out,True
9780821914380,Stand-alone 3rdgeneration conglomeration,Brenda Richards,Fiction,1974,4,2019-12-01,Available,True
9780916091262,Realigned object-oriented intranet,Dr Trevor Jackson,Non-Fiction,2012,7,2024-02-03,Missing,True
9780227086582,Down-sized maximized artificial intelligence,Stuart Edwards-Watkins,Fiction,2009,0,2019-12-03,Checked Out,True
9781194919996,Operative system-worthy frame,Elliot Page,Young Adult,2023,10,2017-01-02,Checked Out,True
9781977814654,Versatile next generation pricing structure,Stuart Murphy,Fiction,2003,1,2023-11-16,Missing,True
9780078281976,Managed radical paradigm,Ellie Bates,Reference,1967,0,2015-12-01,Available,True
9781886393127,Integrated needs-based knowledge user,James Edwards,Children,1997,8,2025-06-21,Checked Out,True
9780688147983,Implemented zero-defect core,Mr Toby Carpenter,Fiction,2011,2,2019-10-02,Available,True
9781386880813,De-engineered incremental synergy,Samuel Reynolds,Young Adult,1973,4,2022-06-20,Damaged,True
9780077485108,Compatible local service-desk,Mrs Marion Baxter,Children,1966,4,2019-08-14,Damaged,True
9781269035910,Compatible actuating array,Tracey Storey-Bailey,Reference,1984,7,2018-01-16,Checked Out,True
9780657162139,Advanced empowering task-force,Dr Matthew Abbott,Non-Fiction,1996,5,2021-04-26,Available,True
9781696105996,Cloned context-sensitive encryption,Russell Jones,Young Adult,1992,2,2017-02-20,Missing,True
9781786552051,Future-proofed next generation data-warehouse,Dean Matthews,Reference,1953,5,2021-11-05,Checked Out,True
9781476405902,Vision-oriented scalable solution,Holly Brown-Fisher,Young Adult,2006,9,2018-04-10,Available,True
9780152606442,Synchronized bandwidth-monitored interface,Lucy Brown,Non-Fiction,1953,7,2018-05-25,Checked Out,True
9780895477163,Vision-oriented 5thgeneration firmware,Stephen Owen,Fiction,1994,7,2024-03-30,Missing,True
9781884454813,De-engineered fault-tolerant initiative,Hollie Cartwright,Reference,1952,3,2019-01-13,Reserved,True
9780729089296,Assimilated didactic capability,Mr Neil Evans,Children,1951,8,2023-06-24,Available,True
9780390988034,Down-sized zero tolerance productivity,Miss Jennifer Pollard,Reference,2003,8,2023-05-27,Reserved,True
9781494766146,Enterprise-wide full-range moderator,Dr Irene Gregory,Children,1991,6,2018-03-13,Reserved,True
9780975124178,Versatile real-time function,Dawn Ross,Young Adult,2018,1,2021-09-02,Damaged,True
9780019522854,Adaptive upward-trending solution,Leanne Hale,Children,1987,2,2019-05-31,Available,True
9781366870988,Reduced 24/7 forecast,Mrs Kayleigh Chapman,Children,1983,0,2025-08-04,Reserved,True
9781207695367,Quality-focused zero tolerance pricing structure,Lucy Thompson,Fiction,1997,10,2021-06-28,Reserved,True
9780269703676,Multi-channeled secondary middleware,Ryan Kelly,Young Adult,2011,4,2019-06-05,Available,True
9780765955906,Centralized optimizing help-desk,Leah Walters,Reference,1972,0,2018-09-21,Available,True
9780470340523,Synergized optimal utilization,Janet Jackson-Forster,Young Adult,2013,5,2025-05-26,Missing,True
9780970820686,Automated multi-state website,Ms Lynn Hudson,Reference,1981,0,2017-05-11,Available,True
9780130716958,Diverse asynchronous help-desk,Mrs Melanie Palmer,Fiction,1978,4,2021-02-16,Available,True
9781269090148,Profit-focused regional productivity,Jeremy Doyle,Children,1954,5,2018-07-23,Missing,True
9781756338791,Focused didactic contingency,Debra Stevenson,Fiction,1999,10,2021-08-06,Damaged,True
9780710726452,Multi-tiered contextually-based policy,Sophie Turner,Fiction,2023,1,2017-02-27,Reserved,True
9781943796274,Business-focused eco-centric installation,Amber Jones-Mann,Children,2005,5,2020-05-16,Reserved,True
9780586582367,Ergonomic 5thgeneration instruction set,Kimberley Murphy,Reference,1982,0,2024-05-13,Available,True
9780881298567,Devolved disintermediate attitude,Simon Patel-Shaw,Fiction,1955,4,2024-03-01,Available,True
9780226796994,Cloned local open system,Lorraine Hope,Fiction,1987,6,2018-05-29,Reserved,True
9781871125672,Front-line secondary moratorium,Ms Fiona Jones,Children,1982,9,2017-09-05,Damaged,True
9781593962180,Face-to-face global portal,Mr Wayne Whitehead,Young Adult,2017,3,2019-08-01,Reserved,True
9781126681823,Face-to-face reciprocal conglomeration,Stacey Hall-Burns,Reference,2006,5,2021-08-15,Checked Out,True
9780067938577,Exclusive high-level system engine,Toby Mitchell,Children,2002,0,2016-02-17,Reserved,True
9781555106119,Optional disintermediate open architecture,Gareth West,Reference,2024,9,2018-06-23,Checked Out,True
9780302493724,Visionary interactive attitude,Sian Bevan,Children,2000,6,2022-06-10,Checked Out,True
9780753262610,Enterprise-wide 5thgeneration toolset,Dr Leah Parker,Children,2006,6,2023-02-08,Available,True
9781767224540,Programmable fault-tolerant infrastructure,Ms Claire Henderson,Fiction,1974,8,2020-10-16,Available,True
9780321423344,Mandatory static toolset,Geraldine Jones,Young Adult,1992,1,2025-08-14,Available,True
9780190324414,Front-line discrete circuit,Mr Wayne Mitchell,Reference,1964,2,2023-10-18,Available,True
9781783379378,Adaptive national infrastructure,Molly Cox,Young Adult,1995,2,2021-08-21,Reserved,True
9780496721115,Exclusive context-sensitive ability,Lee Morgan,Fiction,2021,10,2018-04-23,Available,True
9781001968469,Quality-focused mission-critical emulation,Mohammed Mahmood,Children,2022,5,2016-09-01,Missing,True
9781375474016,Triple-buffered fault-tolerant application,Ms Judith Smith,Fiction,1989,3,2017-05-01,Available,True
9781092636902,Front-line homogeneous neural-net,Mr Julian Jones,Children,1952,7,2023-04-19,Available,True
9780032718432,Quality-focused uniform encryption,Carole Ward,Young Adult,1982,1,2015-11-13,Damaged,True
9780860442974,Open-architected 24hour data-warehouse,Kirsty Spencer-Ford,Children,2011,7,2023-09-02,Damaged,True
9780556315599,Ergonomic 4thgeneration framework,Amber Cooper,Non-Fiction,1962,10,2023-07-21,Available,True
9781728095042,Realigned web-enabled emulation,Joshua Bruce,Non-Fiction,1970,3,2017-03-30,Available,True
9781314791433,Reduced empowering circuit,Dr Rachael Waters,Reference,2008,6,2024-02-27,Damaged,True
9780444293459,Fundamental incremental complexity,Dr Declan Miller,Fiction,1970,5,2024-10-25,Reserved,True
9781540172099,Integrated executive ability,Jessica Burrows,Young Adult,1962,6,2016-01-02,Missing,True
9781214106795,Function-based directional core,Jacqueline Simpson,Children,1987,4,2017-01-02,Damaged,True
9780652321135,Diverse dynamic access,Jennifer Rogers-Peters,Reference,2003,4,2018-07-28,Reserved,True
9781179233932,Seamless optimizing capacity,Jeffrey Lawson-Murray,Reference,1973,4,2021-04-11,Reserved,True
9780920365847,Customizable user-facing approach,Antony Clarke,Fiction,2019,3,2022-01-09,Checked Out,True
9781261171326,Down-sized tertiary core,Hannah Pickering,Reference,1958,1,2021-03-21,Checked Out,True
9780163271547,Synergistic regional challenge,Dr Dennis Johnson,Young Adult,1966,4,2016-12-03,Reserved,True
9780500869741,Innovative intermediate challenge,Dr Maureen Bates,Young Adult,1970,9,2022-10-23,Damaged,True
9781354097434,Horizontal exuding array,Abdul Lowe,Children,2023,1,2024-05-06,Reserved,True
9780719210716,Function-based regional archive,Mr Timothy Bell,Children,2017,9,2019-12-04,Reserved,True
9781201900696,Inverse value-added framework,Terence Anderson,Fiction,1950,9,2025-03-28,Reserved,True
9781164818892,Profit-focused value-added knowledgebase,Jade Webb-Jones,Young Adult,1993,8,2022-05-21,Reserved,True
9780852132913,Automated impactful initiative,Joel Hodgson,Young Adult,1980,9,2020-07-14,Checked Out,True
9781775730590,Networked zero administration circuit,Beth Mitchell,Children,2021,8,2015-11-19,Damaged,True
9781716726330,Devolved zero-defect framework,Jonathan Jones,Reference,1952,10,2016-12-24,Damaged,True
9781830826015,Monitored grid-enabled hierarchy,Tracey Evans,Non-Fiction,2011,6,2023-11-16,Damaged,True
9780853193487,Multi-tiered stable function,Duncan King-Wood,Young Adult,1982,9,2019-11-03,Damaged,True
9781172191581,Organic tangible portal,Sarah Brown,Non-Fiction,2007,8,2021-04-30,Available,True
9781264194193,Persevering tertiary function,Marion Moss,Children,1981,4,2025-03-02,Checked Out,True
9780137145911,Seamless dedicated circuit,Fiona Jackson,Children,1964,9,2018-12-04,Available,True
9780661215692,Versatile bi-directional analyzer,Ricky Shepherd,Reference,2008,1,2022-08-05,Damaged,True
9781649671196,Operative asynchronous frame,Jessica Rogers,Non-Fiction,2018,9,2024-07-29,Damaged,True
9781743671528,Programmable user-facing database,Keith Pickering,Children,2006,6,2022-12-15,Damaged,True
9780266400912,Fundamental bi-directional matrices,Ms Melanie Williams,Young Adult,2004,6,2025-07-31,Available,True
9780190190941,Managed radical implementation,Gordon Evans,Reference,1960,9,2017-04-24,Available,True
9781714963973,Optional multimedia function,Dr Jean Leonard,Reference,1974,5,2018-05-26,Checked Out,True
9780517307175,Realigned system-worthy success,Dr Nathan Parsons,Young Adult,1982,2,2022-02-19,Reserved,True
9780098002650,Automated background neural-net,Rosie Davis,Reference,1976,1,2021-06-09,Damaged,True
9781895963557,Ergonomic multi-tasking knowledge user,George Green,Young Adult,2024,7,2020-04-30,Available,True
9780828639002,Adaptive demand-driven installation,Dr Malcolm Hall,Reference,1995,6,2020-02-03,Damaged,True
9780227976531,Balanced bifurcated matrix,Michael George,Children,2023,1,2022-08-11,Available,True
9781574652321,Automated national time-frame,Louise Davies,Children,2005,3,2020-02-16,Missing,True
9780336576103,Grass-roots 4thgeneration protocol,Ronald Powell-Webb,Young Adult,2012,0,2019-03-21,Reserved,True
9780923418687,Optional value-added knowledge user,Lucy Smith-Jackson,Children,2007,7,2016-05-18,Damaged,True
9781165057146,Face-to-face methodical firmware,Neil Williamson,Fiction,1984,0,2022-02-05,Reserved,True
9781538006948,Open-source homogeneous initiative,Albert Brown,Young Adult,2009,0,2015-11-29,Checked Out,True
9781188668923,Self-enabling interactive hardware,Josh Sutton,Children,1952,1,2016-09-09,Reserved,True
9781202366194,Cross-platform systematic conglomeration,Tina Bradley,Children,1986,4,2020-02-22,Missing,True
9780643023727,Cross-group methodical secured line,Samuel Lord-Smith,Children,1954,10,2019-09-04,Missing,True
9780235339281,De-engineered multi-tasking protocol,Timothy Barber,Reference,2018,5,2018-12-30,Damaged,True
9781603299145,Profit-focused radical application,Beth Simpson,Children,1966,5,2024-09-16,Damaged,True
9781289669997,Intuitive user-facing hub,Bruce Whitehouse,Non-Fiction,2012,4,2017-04-07,Reserved,True
9780657167301,Sharable disintermediate concept,Geoffrey Smith,Reference,1984,5,2020-05-24,Reserved,True
9780826048592,Triple-buffered bi-directional software,Mr Anthony Smith,Children,2010,6,2017-11-29,Damaged,True
9781599767918,Balanced human-resource conglomeration,Mr Adrian Taylor,Non-Fiction,1980,5,2018-08-24,Reserved,True
9780987773562,Vision-oriented encompassing firmware,Wayne Graham,Non-Fiction,1950,5,2020-04-07,Available,True
9781039790643,Synergistic holistic projection,Callum Norman-Simmons,Reference,1993,3,2015-11-20,Available,True
9781847451569,Operative upward-trending throughput,Mr Owen Howard,Young Adult,1970,7,2020-09-19,Damaged,True
9781373893505,Total system-worthy Graphic Interface,Dr Martyn Patel,Non-Fiction,2017,10,2018-06-01,Checked Out,True
9780737863864,Reverse-engineered asymmetric adapter,Kerry Wong,Young Adult,1999,9,2021-11-09,Reserved,True
9780441143375,Optional intangible interface,Mr Allan Scott,Reference,2021,7,2020-03-28,Available,True
9781397623973,Realigned dynamic artificial intelligence,Alan Finch,Reference,2024,4,2019-01-05,Checked Out,True
9780381844677,Multi-lateral disintermediate database,Christine Harris-George,Young Adult,2001,0,2016-09-25,Checked Out,True
9780850796919,Future-proofed local instruction set,Josephine Hussain,Young Adult,2004,9,2024-11-06,Missing,True
9781617880414,Front-line demand-driven leverage,Mr William Smith,Fiction,1973,7,2022-12-09,Damaged,True
9781095445495,Reverse-engineered full-range circuit,Shaun Jackson,Children,1983,8,2019-08-27,Checked Out,True
9781498392297,Extended methodical firmware,Dr Danielle Walton,Reference,1986,3,2025-06-15,Reserved,True
